name,kana,zip,prefecture,city,street,building,station,phone,genre,takeout,delivery,takeoutUrl,deliveryUrl,siteUrl,eatinUrl,emoney,credit,private,nosmoking,easyaccess,close,time,seats,lat,lng
DIPPALACE新横浜店,,,神奈川県,港北区,新横浜2-5-17 GEMS新横浜B1階,GEMS新横浜B1階,新横浜駅,0456202539,インド料理・タイ料理,true,true,http://www.dippalace.com/,http://www.dippalace.com/,http://www.dippalace.com/,http://www.dippalace.com/,false,false,false,false,false,定休日なし,,,35.5090643,139.6154865
大衆肉酒場ブッチャー,,,神奈川県,戸塚区,戸塚町13番地,ラピス戸塚3-203,戸塚駅,0458818988,焼肉,true,false,https://butcher.gorp.jp,,https://butcher.gorp.jp,https://butcher.gorp.jp,false,false,false,false,false,月曜日,,,35.4002928,139.5348012
カンティーナ コニーリォ・ビアンコ,,,神奈川県,青葉区,青葉台2-35-54,,青葉台,0455304149,洋食,true,false,http://conigliobianco.favy.jp/,,http://conigliobianco.favy.jp/,http://conigliobianco.favy.jp/,false,false,false,false,false,水曜日,,,35.548095,139.5092707
Cafe みtsuりんご,,,神奈川県,南区,井土ケ谷下町28-13,杉山アパート1F,井土ヶ谷駅,0453153553,洋食,true,false,https://mitsuringo.business.site,,https://mitsuringo.business.site,https://mitsuringo.business.site,false,false,false,false,false,木曜日,,,35.4337919,139.6064948
パスタ&バー 夏への扉,,,神奈川県,保土ケ谷区,帷子町2‐47‐4,国際会館 1F,保土ヶ谷,0453316446,洋食,true,false,https://www.inshokuten.com/companies/natsuhenotobira/menus/40,,https://www.inshokuten.com/companies/natsuhenotobira/menus/40,https://www.inshokuten.com/companies/natsuhenotobira/menus/40,false,false,false,false,false,日曜日,,,35.4468612,139.598315
ハマカレ,,,神奈川県,西区,北幸2-5-21,73ビル 4F,横浜駅,0456208182,カレー,true,false,https://www.hotpepper.jp/strJ001161305/,,https://www.hotpepper.jp/strJ001161305/,https://www.hotpepper.jp/strJ001161305/,false,false,false,false,false,日曜日,,,35.4669239,139.6169803
DRAGON酒家 関内店,,,神奈川県,中区,尾上町1-6,VORT横浜関内II地下1階,関内駅,0452288814,中華,true,true,http://www.dragonsyuka.com,http://www.dragonsyuka.com,http://www.dragonsyuka.com,http://www.dragonsyuka.com,false,false,false,false,false,日曜日,,,35.4466915,139.6347675
Tosaka-na Dining Gosso 横浜創業本店,,,神奈川県,神奈川区,鶴屋町2-23-4,,横浜駅,0456209990,丼物とやきとり、お惣菜など,true,true,https://tabelog.com/kanagawa/A1401/A140101/14049828/,https://tabelog.com/kanagawa/A1401/A140101/14049828/,https://tabelog.com/kanagawa/A1401/A140101/14049828/,https://tabelog.com/kanagawa/A1401/A140101/14049828/,false,false,false,false,false,定休日なし,,,35.468292,139.6218476
お好み焼きころんぶす港南台駅前店,,,神奈川県,港南区,港南台4-1-1,テスコビル2階,港南台駅,0458353053,お好み焼き、鉄板焼き,true,true,https://okonomiyaki-columbus.com,https://okonomiyaki-columbus.com,https://okonomiyaki-columbus.com,https://okonomiyaki-columbus.com,false,false,false,false,false,"月曜日, 木曜日",,,35.3746994,139.5759903
RUSH,,,神奈川県,保土ケ谷区,天王町2-38-2,,天王町,0453345475,洋食,true,true,http://www.zer0.co.jp/rush,http://www.zer0.co.jp/rush,http://www.zer0.co.jp/rush,http://www.zer0.co.jp/rush,false,false,false,false,false,定休日なし,,,35.4548877,139.6036774
小麦畑の石窯ベーカリー&食堂 Far niente,,,神奈川県,泉区,和泉町1011-1,,市営地下鉄 下飯田駅,0453923225,ピザ,true,false,http://www.hirakukaicp.or.jp/farniente/,,http://www.hirakukaicp.or.jp/farniente/,http://www.hirakukaicp.or.jp/farniente/,false,false,false,false,false,木曜日,,,35.4031735,139.4847819
こしたんたん,,,神奈川県,港北区,大倉山1-28-11,大倉山シュロス1階,大倉山駅,0457177235,そば・うどん,true,false,https://koshitantan.com,,https://koshitantan.com,https://koshitantan.com,false,false,false,false,false,日曜日,,,35.5201775,139.6321788
シチュー&カリー 横濱KAN,,,神奈川県,中区,南仲通1丁目14,三金ビル1F,日本大通り,0452638557,カレー,true,true,https://yokohamakan.com,https://yokohamakan.com,https://yokohamakan.com,https://yokohamakan.com,false,false,false,false,false,"土曜日, 日曜日",,,35.4473536,139.6401505
トラットリア ビコローレ ヨコハマ,,,神奈川県,西区,平沼1-40-17,モンテベルデ横浜101,横浜駅,0453120553,洋食,true,false,https://trattoriabicolore.wixsite.com/yokohama,,https://trattoriabicolore.wixsite.com/yokohama,https://trattoriabicolore.wixsite.com/yokohama,false,false,false,false,false,月曜日,,,35.4619765,139.6197488
BURGER'S+CAFE  h a s a m u,,,神奈川県,中区,本牧原12-1,ベイタウン本牧5番街2F(AEONの2F歩道橋を反対側に渡った正面),バス停 和田山口,0452289846,ハンバーグ・クリスピーチキン・チキンナゲットetc カフェラテ他,true,false,http://hasamu.com,,http://hasamu.com,http://hasamu.com,false,false,false,false,false,定休日なし,,,35.425428900000007,139.6648656
藤松,,,神奈川県,中区,元町2-96,嶋田ビル1階,元町中華街駅,0452649809,寿司,true,true,https://www.y-navi.jp/store/fujimatu_motomachi/,https://www.y-navi.jp/store/fujimatu_motomachi/,https://www.y-navi.jp/store/fujimatu_motomachi/,https://www.y-navi.jp/store/fujimatu_motomachi/,false,false,false,false,false,月曜日,,,35.4403595,139.6494138
肉屋の肉料理みずむら,,,神奈川県,中区,石川町1-13,,JR根岸線 石川町駅,0456413151,肉料理,true,false,http://niku-ya.com,,http://niku-ya.com,http://niku-ya.com,false,false,false,false,false,水曜日,,,35.4384169,139.6446413
鉄板焼 福むろ,,,神奈川県,中区,常盤町5-72-1,GM横浜馬車道ビル2階,JR 関内駅,0452638294,和食,true,false,http://fukumuro.jp,,http://fukumuro.jp,http://fukumuro.jp,false,false,false,false,false,不定休,,,35.4473296,139.6343812
Cafe Bar Nibbles,,,神奈川県,青葉区,新石川1-6-5,盛正ビル1F,田園都市線あざみ野駅徒歩2分,0455075001,多国籍、無国籍、タパス,true,false,https://cafe-bar-nibbles.jimdofree.com/,,https://cafe-bar-nibbles.jimdofree.com/,https://cafe-bar-nibbles.jimdofree.com/,false,false,false,false,false,"土曜日, 日曜日",,,35.5686517,139.5550318
ロットチェント,,,東京都,中央区,日本橋小網町11-9ザ・パークレックス小網町第2ビル,,茅場町駅,0362310831,イタリアン,true,false,http://www.lottocento.tokyo/,,http://www.lottocento.tokyo/,http://www.lottocento.tokyo/,false,false,false,false,false,,,,35.682619,139.7811137
オステリア・カルネヤ,,,東京都,新宿区,南山伏町3−6市ヶ谷NHビル1F,,飯田橋駅,0352283611,イタリアン,true,false,http://www.carneya.net,,http://www.carneya.net,http://www.carneya.net,false,false,false,false,false,,,,35.6990142,139.7298473
焼肉IWA,,,東京都,新宿区,百人町2-8-13Fissビル,,新大久保駅,07065204129,焼肉,true,false,http://yakiniku-iwa.com,,http://yakiniku-iwa.com,http://yakiniku-iwa.com,false,false,false,false,false,,,,35.703034,139.7000322
ビストロマエダ,,,東京都,台東区,駒形1-12-10駒形茜日伸ハイツ1階,,浅草駅,0367950268,フレンチ,true,false,http://www.bistro-maeda.com,,http://www.bistro-maeda.com,http://www.bistro-maeda.com,false,false,false,false,false,,,,35.7086678,139.7953455
フィオッキ,,,東京都,世田谷区,祖師谷3丁目4−9,,祖師ヶ谷大蔵駅,0337893355,イタリアン,true,false,https://www.fiocchi-web.com,,https://www.fiocchi-web.com,https://www.fiocchi-web.com,false,false,false,false,false,,,,35.6429556,139.6065124
KOSO CAFE BIORISE,,,東京都,渋谷区,東3-25-3ライオンズプラザ恵比寿1F,,恵比寿駅,0334093405,ベジ・ヴィーガン,true,false,https://www.ko-so-cafe.jp/,,https://www.ko-so-cafe.jp/,https://www.ko-so-cafe.jp/,false,false,false,false,false,,,,35.6486733,139.7100055
みりおんばんぶー,,,東京都,板橋区,赤塚2-2-8阿出川ビル2階みりおんばんぶー,,下赤塚駅,0362310333,お好み焼き・もんじゃ焼き,true,false,http://million-bamboo.com/,,http://million-bamboo.com/,http://million-bamboo.com/,false,false,false,false,false,,,,35.77148,139.644729
麺場 浜虎,,,神奈川県,横浜市神奈川区,鶴屋町2-12-1横浜カリオカビル1F,,横浜駅,0453113336,ラーメン・つけ麺,true,false,http://hamatora.co.jp/yokohama/,,http://hamatora.co.jp/yokohama/,http://hamatora.co.jp/yokohama/,false,false,false,false,false,,,,35.468948999999988,139.623253
インドカレー&ナン ムンバイ みなとみらい店,,,神奈川県,横浜市西区,みなとみらい3丁目5−1マークイズみなとみらいB1F,,みなとみらい駅,0456508011,カレー,true,false,https://mumbaijapan.com/minatomirai/,,https://mumbaijapan.com/minatomirai/,https://mumbaijapan.com/minatomirai/,false,false,false,false,false,,,,35.4577445,139.631784
ロティスリー・レイ,,,神奈川県,横浜市西区,みなとみらい4-6-2MMグランドセントラルタワー2F,,みなとみらい駅,0456501450,フレンチ,true,false,https://ray-ts.com/,,https://ray-ts.com/,https://ray-ts.com/,false,false,false,false,false,,,,35.4588878,139.6290884
大衆酒場 串車力 武蔵小杉店,,,神奈川県,川崎市中原区,新丸子町915-421F,,武蔵小杉駅,05034767148,居酒屋・ダイニングバー,true,false,https://r.gnavi.co.jp/e786905/,,https://r.gnavi.co.jp/e786905/,https://r.gnavi.co.jp/e786905/,false,false,false,false,false,,,,35.5780361,139.6602557
ORIBIO Cafe Dining Nagoya,,,愛知県,名古屋市千種区,春岡通6-2-1,,吹上駅,0527318887,ベジ・ヴィーガン,true,false,https://www.nagoya-oribiocafe.com/home2,,https://www.nagoya-oribiocafe.com/home2,https://www.nagoya-oribiocafe.com/home2,false,false,false,false,false,,,,35.1602991,136.9395452
wine kitchen sabori,,,愛知県,豊田市,喜多町4-66-1,,豊田市駅,0565341800,ワインバー,true,false,https://winekitchen-sabori.com/,,https://winekitchen-sabori.com/,https://winekitchen-sabori.com/,false,false,false,false,false,,,,35.0864029,137.161053
和食&ワイン いわい,,,兵庫県,芦屋市,大原町2-6-119ラモール芦屋,,芦屋駅,05055956721,和食,true,false,https://www.ashiya-iwai.jp/,,https://www.ashiya-iwai.jp/,https://www.ashiya-iwai.jp/,false,false,false,false,false,,,,34.735018,135.3095801
イタリアン&BARアトリエ,,,大阪府,大阪市浪速区,敷津西2-4-4青山ビル別館1階,,大国町駅,0666451197,イタリアン,true,false,https://www.hotpepper.jp/strJ001195630/,,https://www.hotpepper.jp/strJ001195630/,https://www.hotpepper.jp/strJ001195630/,false,false,false,false,false,,,,34.6559814,135.4965992
vivo・pizzeria,,,大阪府,高槻市,高槻町12-2,,高槻市駅,0726862768,イタリアン,true,false,http://www.withvivo.com/,,http://www.withvivo.com/,http://www.withvivo.com/,false,false,false,false,false,,,,34.8504262,135.6196016
天ぷら 奇天屋,,,京都府,京都市下京区,綾小路高倉西入ル神明町230-9,,四条河原町駅,0753659108,和食,true,false,https://kitenya.therestaurant.jp,,https://kitenya.therestaurant.jp,https://kitenya.therestaurant.jp,false,false,false,false,false,,,,35.0024605,135.7624742
すし幸徳,,,福岡県,福岡市中央区,高砂1丁目22−10,,薬院駅,0925312311,寿司,true,false,https://www.sushikoutoku.com,,https://www.sushikoutoku.com,https://www.sushikoutoku.com,false,false,false,false,false,,,,33.5811731,130.4050309
Le Parigot,,,福岡県,福岡市中央区,今泉1丁目2−8Andon2F,,西鉄福岡(天神)駅,0927252116,フレンチ,true,false,https://leparigot.shop,,https://leparigot.shop,https://leparigot.shop,false,false,false,false,false,,,,33.584862,130.4007629
凛丹toiet,,,福岡県,福岡市中央区,大名1丁目6−13バルビゾン951F,,赤坂駅,0927260611,中華料理,true,false,http://rintan.jp,,http://rintan.jp,http://rintan.jp,false,false,false,false,false,,,,33.5859545,130.3918621
すし酒屋ちゃりん,,,埼玉県,さいたま市中央区,上落合4丁目5−61F,,北与野駅,0488565444,魚介・海鮮料理,true,false,http://sushi-charin.com/,,http://sushi-charin.com/,http://sushi-charin.com/,false,false,false,false,false,,,,35.8925144,139.6259063
cafe&roaster Strange Fruit カフェ&ロースター ストレンジフルーツ,,,埼玉県,さいたま市中央区,上落合5丁目2−2,,北与野駅,0487081610,カフェレストラン,true,false,https://caferoaster-strange-fruit.business.site/,,https://caferoaster-strange-fruit.business.site/,https://caferoaster-strange-fruit.business.site/,false,false,false,false,false,,,,35.8939782,139.6284734
手打そば 尾沼,,,埼玉県,さいたま市中央区,上落合5丁目2−3,,北与野駅,0488166836,そば・うどん,true,false,http://www006.upp.so-net.ne.jp/soba-onuma/,,http://www006.upp.so-net.ne.jp/soba-onuma/,http://www006.upp.so-net.ne.jp/soba-onuma/,false,false,false,false,false,,,,35.8933333,139.6286111
居酒屋二十六屋,,,埼玉県,さいたま市中央区,上落合8丁目3−26,,大宮駅,0488297269,居酒屋・ダイニングバー,true,false,https://nijyurokuya.shopinfo.jp/,,https://nijyurokuya.shopinfo.jp/,https://nijyurokuya.shopinfo.jp/,false,false,false,false,false,,,,35.9003227,139.6224729
JAMES american food,,,埼玉県,朝霞市,西弁財1丁目5-13,,朝霞台駅,0484666577,その他,true,false,http://james-sandwich.com/,,http://james-sandwich.com/,http://james-sandwich.com/,false,false,false,false,false,,,,35.814785500000013,139.5827035
はすみふぁーむ&ワイナリーshop&cafe@上田柳町,,,長野県,上田市,中央4−7−34,,上田駅,0268750450,カフェレストラン,true,false,http://hasumifarm.com/,,http://hasumifarm.com/,http://hasumifarm.com/,false,false,false,false,false,,,,36.4053288,138.2530213
そば処一耕,,,福岡県,太宰府市,観世音寺1-7-6,,太宰府駅,0929257565,そば・うどん,true,false,https://sobadokoroikko.jimdofree.com/,,https://sobadokoroikko.jimdofree.com/,https://sobadokoroikko.jimdofree.com/,false,false,false,false,false,,,,33.5131509,130.5234348
ナワブ 日本橋店,,,東京都,中央区,日本橋小網町18-9-2F,,三越前 日本橋,0356400507,カレー,true,false,https://tabelog.com/tokyo/A1302/A130204/13078916/,,https://tabelog.com/tokyo/A1302/A130204/13078916/,https://tabelog.com/tokyo/A1302/A130204/13078916/,false,false,false,false,false,,,,35.684849799999988,139.7788885
Mistletoe,,,広島県,福山市,延広町7−161F西おがわビル,,福山,0849254056,フレンチ,true,false,https://mistletoe-bistro.business.site/,,https://mistletoe-bistro.business.site/,https://mistletoe-bistro.business.site/,false,false,false,false,false,,,,34.4865958,133.3665522
MOBS FELLAS,,,鳥取県,鳥取市,元町123,,鳥取,0857240184,居酒屋・ダイニングバー,true,false,http://mobs.cc/,,http://mobs.cc/,http://mobs.cc/,false,false,false,false,false,,,,35.4986061,134.2306911
Niru,,,東京都,渋谷区,東1丁目25−51F,,渋谷,0364506014,ワインバー,true,false,https://note.com/westfumi13/n/na8d825e582c8,,https://note.com/westfumi13/n/na8d825e582c8,https://note.com/westfumi13/n/na8d825e582c8,false,false,false,false,false,,,,35.6545816,139.7084674
Pantograph,,,島根県,松江市,末次町23,,松江しんじ湖温泉,0852215290,ベーカリーカフェ,true,false,http://www.kitchen-okada.com/,,http://www.kitchen-okada.com/,http://www.kitchen-okada.com/,false,false,false,false,false,,,,35.4692336,133.0471112
魚進,,,埼玉県,加須市,元町6−20,,加須,0480610942,魚介・海鮮料理,true,false,http://sakanaya-uoshin.com/,,http://sakanaya-uoshin.com/,http://sakanaya-uoshin.com/,false,false,false,false,false,,,,36.1229565,139.599934
高円寺葡庵,,,東京都,杉並区,高円寺北3丁目23−5和光ビル1F,,高円寺,0353730141,ワインバー,true,false,https://buan.business.site/,,https://buan.business.site/,https://buan.business.site/,false,false,false,false,false,,,,35.7065684,139.6493455
酒商熊澤2F,,,兵庫県,神戸市中央区,北長狭通4丁目4−152F,,元町,0783330078,和食,true,false,http://kumazawa-kobe.jp/,,http://kumazawa-kobe.jp/,http://kumazawa-kobe.jp/,false,false,false,false,false,,,,34.691533,135.187456
ジュジュアン,,,鳥取県,鳥取市,末広温泉町751,,鳥取,0857211919,焼肉,true,false,https://sumibi-jujuan.info/,,https://sumibi-jujuan.info/,https://sumibi-jujuan.info/,false,false,false,false,false,,,,35.4952385,134.229194
旬のや 藤,,,鳥取県,鳥取市,末広温泉町251,,鳥取,0857233800,居酒屋・ダイニングバー,true,false,https://japanese-izakaya-restaurant-18610.business.site/?utm_source=gmb&utm_medium=referral,,https://japanese-izakaya-restaurant-18610.business.site/?utm_source=gmb&utm_medium=referral,https://japanese-izakaya-restaurant-18610.business.site/?utm_source=gmb&utm_medium=referral,false,false,false,false,false,,,,35.4957836,134.2297424
Cafe & Bar spare,,,神奈川県,泉区,中田東4-21-33,石井ビル 2F,中田駅,0458012163,ハンバーガー,true,false,https://g.page/cafe-bar-spare?gm,,https://g.page/cafe-bar-spare?gm,https://g.page/cafe-bar-spare?gm,false,false,false,false,false,不定休,,,35.410807800000008,139.5128976
懐石ダイニング いおり,,,神奈川県,戸塚区,吉田町3000-8,,戸塚駅,0453927003,和食,true,false,http://www.totsuka-iori.com/,,http://www.totsuka-iori.com/,http://www.totsuka-iori.com/,false,false,false,false,false,月曜日,,,35.402582,139.5351225
ぐるめ寿司鶴見市場店,,,神奈川県,鶴見区,市場大和町4-1,,京急鶴見市場駅,0455042828,寿司,true,false,http://www.gurume-zusi.com/,,http://www.gurume-zusi.com/,http://www.gurume-zusi.com/,false,false,false,false,false,定休日なし,,,35.5165296,139.6872974
ぐるめ亭 鶴見岸谷店,,,神奈川県,鶴見区,岸谷2-21-7,,京急生麦駅,0455802468,寿司,true,true,https://gurume-tei.com/,https://gurume-tei.com/,https://gurume-tei.com/,https://gurume-tei.com/,false,false,false,false,false,定休日なし,,,35.4985707,139.6622784
ぐるめ亭霧が丘店,,,神奈川県,緑区,霧が丘2-16-2,,JR横浜線 十日市場駅,0459224388,寿司,true,false,https://gurume-tei.com/,,https://gurume-tei.com/,https://gurume-tei.com/,false,false,false,false,false,不定休,,,35.5142326,139.4979991
寿司駒,,,神奈川県,金沢区,西柴3-17-1,,金沢文庫,0457842754,寿司,true,true,http://www.sushikoma.com,http://www.sushikoma.com,http://www.sushikoma.com,http://www.sushikoma.com,false,false,false,false,false,"火曜日, 水曜日",,,35.3473204,139.6289538
ぐるめ亭西谷店,,,神奈川県,旭区,西川島町1-10,,相鉄線西谷駅,0453726768,寿司,true,true,https://gurume-tei.com/,https://gurume-tei.com/,https://gurume-tei.com/,https://gurume-tei.com/,false,false,false,false,false,定休日なし,,,35.4789535,139.5598705
ビヨンドdeli,,,神奈川県,都筑区,東山田4-39-21,,東山田駅,0455915558,お弁当,true,true,https://beyond-deli.com/,https://beyond-deli.com/,https://beyond-deli.com/,https://beyond-deli.com/,false,false,false,false,false,"土曜日, 日曜日",,,35.5614099,139.6069513
鳥芳,,,神奈川県,中区,野毛町1-24,,桜木町,0452315642,焼鳥,true,false,https://tabelog.com/kanagawa/A1401/A140102/14000545/,,https://tabelog.com/kanagawa/A1401/A140102/14000545/,https://tabelog.com/kanagawa/A1401/A140102/14000545/,false,false,false,false,false,月曜日,,,35.4476895,139.6304812
大鶴見食堂,,,神奈川県,鶴見区,鶴見中央1-7-11,ネオマイム鶴見デュークレア弐番館 B1F,鶴見駅,0455005833,和食,true,true,https://tabelog.com/kanagawa/A1401/A140210/14049986/,https://tabelog.com/kanagawa/A1401/A140210/14049986/,https://tabelog.com/kanagawa/A1401/A140210/14049986/,https://tabelog.com/kanagawa/A1401/A140210/14049986/,false,false,false,false,false,定休日なし,,,35.5088411,139.6775827
FORESTARIA(フォレスタリア),,,神奈川県,港南区,大久保1-20-56,,上大岡,0458446644,ピザ,true,false,https://tabelog.com/kanagawa/A1401/A140307/14066546/,,https://tabelog.com/kanagawa/A1401/A140307/14066546/,https://tabelog.com/kanagawa/A1401/A140307/14066546/,false,false,false,false,false,月曜日,,,35.4084908,139.593852
BLUES GUITAR FOREVER,,,神奈川県,中区,山下町106-3,ラポール元町106,元町・中華街駅,0452638405,カレーピザローストビーフパスタ,true,false,https://www.blues-guitar-forever.com/,,https://www.blues-guitar-forever.com/,https://www.blues-guitar-forever.com/,false,false,false,false,false,月曜日,,,35.4414846,139.6484573
和食居酒屋花まる,,,神奈川県,中区,太田町2-32-1,ビラアペックス1階,JR関内駅、みなとみらい線馬車道駅,0456635778,和食,true,true,https://hanamaru-870.gorp.jp/,https://hanamaru-870.gorp.jp/,https://hanamaru-870.gorp.jp/,https://hanamaru-870.gorp.jp/,false,false,false,false,false,日曜日,,,35.4469169,139.6384275
ほっかまんてん 環2上永谷店 丸山台店\n,,,神奈川県,港南区,上永谷2-11-1,いずみプラザマンション115,市営地下鉄 上永谷駅,0458449552,お弁当,true,true,http://hokkamanten.com,http://hokkamanten.com,http://hokkamanten.com,http://hokkamanten.com,false,false,false,false,false,定休日なし,,,35.4038897,139.5718628
アリラン飯店浅間町店,,,神奈川県,西区,浅間町3-171-2,,西横浜,0453112919,お弁当,true,false,https://instagram.com/ariranhanten_sengencho?igshid=1tfrleenefw65,,https://instagram.com/ariranhanten_sengencho?igshid=1tfrleenefw65,https://instagram.com/ariranhanten_sengencho?igshid=1tfrleenefw65,false,false,false,false,false,木曜日,,,35.4608299,139.609192
発酵スープカレー ミコヤ.,,,神奈川県,港北区,綱島西1-10-23,池田ビル2階,綱島,0458345346,健康食,true,false,https://mikoya-soupcurry.jp/,,https://mikoya-soupcurry.jp/,https://mikoya-soupcurry.jp/,false,false,false,false,false,日曜日,,,35.5371529,139.6330056
カラフル,,,神奈川県,港北区,新羽町1679-1,,新羽駅,0456334343,ピザ,true,false,https://www.newwing.net/colorful/,,https://www.newwing.net/colorful/,https://www.newwing.net/colorful/,false,false,false,false,false,定休日なし,,,35.5279428,139.606963
スギモト酒店,,,北海道,札幌市中央区,南3条西3丁目プレイタウンふじ井ビル3階,,すすきの,0112068887,ワインバー,true,false,https://tabelog.com/hokkaido/A0101/A010103/1060894/?fbclid=IwAR05VJedh49LaAmGhIFVV6bcPXjR2QVfYmbZlyMyiV2K9E6k0PMjv3M7_nU,,https://tabelog.com/hokkaido/A0101/A010103/1060894/?fbclid=IwAR05VJedh49LaAmGhIFVV6bcPXjR2QVfYmbZlyMyiV2K9E6k0PMjv3M7_nU,https://tabelog.com/hokkaido/A0101/A010103/1060894/?fbclid=IwAR05VJedh49LaAmGhIFVV6bcPXjR2QVfYmbZlyMyiV2K9E6k0PMjv3M7_nU,false,false,false,false,false,,,,43.0565933,141.3544899
日本ワイン酒場マルノヒ,,,東京都,世田谷区,桜新町1丁目12−94F,,桜新町,0364131768,居酒屋・ダイニングバー,true,false,https://marunohi.amebaownd.com/,,https://marunohi.amebaownd.com/,https://marunohi.amebaownd.com/,false,false,false,false,false,,,,35.6315035,139.6449829
備長炭火焼鳥 ぢどりや,,,神奈川県,中区,常盤町4-52,文乃家ビル1F,関内,0452122941,カレー,true,false,https://tabelog.com/kanagawa/A1401/A140104/14005336/?lid=owner_rst-top-jitempo_pc,,https://tabelog.com/kanagawa/A1401/A140104/14005336/?lid=owner_rst-top-jitempo_pc,https://tabelog.com/kanagawa/A1401/A140104/14005336/?lid=owner_rst-top-jitempo_pc,false,false,false,false,false,日曜日,,,35.4463641,139.6358246
LA FIGLIA DEL PRESIDENTE,,,神奈川県,中区,常盤町5-59,,関内駅,0452288846,ピザ,true,false,http://la-figlia-del-presidente.jp/,,http://la-figlia-del-presidente.jp/,http://la-figlia-del-presidente.jp/,false,false,false,false,false,日曜日,,,35.4472468,139.6350904
馬さんの店龍仙 本店,,,神奈川県,中区,山下町218-5,,jr石川町駅(元町-中華街),0456510758,中華,true,true,http://www.ma-fam.com,http://www.ma-fam.com,http://www.ma-fam.com,http://www.ma-fam.com,false,false,false,false,false,定休日なし,,,35.4425731,139.6440419
崎陽軒 外商課,,,神奈川県,西区,高島2-12-6,ヨコハマジャスト1号館,横浜駅,0120938029,お弁当,true,true,https://kiyoken-haitatsu.jp/kanagawa/,https://kiyoken-haitatsu.jp/kanagawa/,https://kiyoken-haitatsu.jp/kanagawa/,https://kiyoken-haitatsu.jp/kanagawa/,false,false,false,false,false,定休日なし,,,35.4636008,139.6232544
イタリアンバールBACCO,,,神奈川県,中区,福富町仲通1-6,1-6,関内,0452613640,洋食,true,false,http://www.il-bacco.com,,http://www.il-bacco.com,http://www.il-bacco.com,false,false,false,false,false,"火曜日, 水曜日, 木曜日, 金曜日, 土曜日, 日曜日",,,35.4456235,139.6322161
マザーインディア 半蔵門駅前店,,,東京都,千代田区,麹町1-3-7日月館麹町ビル1F,,半蔵門駅,05053037163,カレー,true,false,https://tabelog.com/tokyo/A1308/A130803/13175995/,,https://tabelog.com/tokyo/A1308/A130803/13175995/,https://tabelog.com/tokyo/A1308/A130803/13175995/,false,false,false,false,false,,,,35.6839072,139.7419911
トラットリア ナカタ 高輪台,,,東京都,港区,白金台2-25-5アラ井ビル1F,,高輪台駅,0357937083,イタリアン,true,false,https://hitosara.com/0006079412/,,https://hitosara.com/0006079412/,https://hitosara.com/0006079412/,false,false,false,false,false,,,,35.6326729,139.7303362
ヴィネリア ソルクオーレ,,,東京都,墨田区,緑1丁目6−3あさみパレス,,両国駅,0362840446,イタリアン,true,false,https://veneria-sorcuore.jimdosite.com,,https://veneria-sorcuore.jimdosite.com,https://veneria-sorcuore.jimdosite.com,false,false,false,false,false,,,,35.6933958,139.7992212
トラットリア・イタリア 目黒店,,,東京都,品川区,上大崎2丁目24-1アクティ目黒1F,,目黒駅,0357593800,イタリアン,true,false,http://www.trattoria-italia.com/meguro.html,,http://www.trattoria-italia.com/meguro.html,http://www.trattoria-italia.com/meguro.html,false,false,false,false,false,,,,35.6360789,139.7140393
チェリー,,,東京都,世田谷区,松原5-26-15松原パレス1F,,東松原駅,0333218899,フレンチ,true,false,https://tabelog.com/tokyo/A1318/A131803/13161215/,,https://tabelog.com/tokyo/A1318/A131803/13161215/,https://tabelog.com/tokyo/A1318/A131803/13161215/,false,false,false,false,false,,,,35.6622057,139.6539376
1010Noel Dr.,,,東京都,世田谷区,用賀3-11-1ウェルス用賀台1F,,用賀駅,0357161010,ハンバーガー,true,false,https://1010noeru.wixsite.com/1010noeldr,,https://1010noeru.wixsite.com/1010noeldr,https://1010noeru.wixsite.com/1010noeldr,false,false,false,false,false,,,,35.6289449,139.6377771
ひな酉 ふじ乃,,,東京都,武蔵野市,中町1-15-5,,三鷹駅,05052698566,居酒屋・ダイニングバー,true,false,https://fujino-mitaka.com/,,https://fujino-mitaka.com/,https://fujino-mitaka.com/,false,false,false,false,false,,,,35.7033842,139.5616772
弁当一揆,,,東京都,三鷹市,北野1-2-28フラッツ三鷹1F,,仙川駅,0422692960,和食,true,false,https://bento-riot.com/,,https://bento-riot.com/,https://bento-riot.com/,false,false,false,false,false,,,,35.6766205,139.5859317
ぱんぷきん,,,東京都,調布市,仙川町1-1-5,,仙川駅,0333262944,洋食,true,false,https://www.sengawa.com/panpu_sengawa/,,https://www.sengawa.com/panpu_sengawa/,https://www.sengawa.com/panpu_sengawa/,false,false,false,false,false,,,,35.6605615,139.581643
若竹藤沢駅前店,,,神奈川県,藤沢市,南藤沢2-1-2藤沢プライム4F,,藤沢駅,05034900454,お好み焼き・もんじゃ焼き,true,false,https://wakatakefujisawa.owst.jp/,,https://wakatakefujisawa.owst.jp/,https://wakatakefujisawa.owst.jp/,false,false,false,false,false,,,,35.3384296,139.4887863
やきとり 鳥一番,,,神奈川県,大和市,南林間2-3-5,,南林間駅,0462763429,居酒屋・ダイニングバー,true,false,https://www.hotpepper.jp/strJ000220404/,,https://www.hotpepper.jp/strJ000220404/,https://www.hotpepper.jp/strJ000220404/,false,false,false,false,false,,,,35.4970884,139.4465409
